ID	Kanton (Canton)	Anstalt (institution)	Ort (city)	Anstaltszweck (Quelle)	Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Trägerschaft (agencies, funding bodies)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	Bemerkungen Plätze (Quelle) (remarks concerning capacities according to source)	Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4	Beschäftigung (types of forced labour)	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (denomination according to source)	Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
GE07	Genf	Foyer pour adolescents Les Ormeaux	Onex-Genève	Acceuil et observation pour adolescents, foyer de semi-liberté pour adolescents délinquants	3			Etablissement de droit public genevois	1	58	3			adolescents		Formation professionnelle extérieure à la maison, ateliers bois, métal	Age entre 14 et 18 ans, temps nécessaire à l'éducation	4	6	10	13			Chambre pénale de l'enfance	Ervice de protéction de la jeunesse	Tuteur général de Genève	Autorités d'autres cantons							interkonfessionell	3	Prot: pasteur de Genève, kath.: curé de Genève	Prot.: visite du culte à l'externe, kath.: visite du culte à l'externe
GE14	Genf	Foyer Monfleury	Vernier	Education pour adolescents délinquants, foyer de semi-liberté	3			Association des foyers Feux-Verts, sous contrôle du Département de Justice et Police, Genève	3	7	1			adolescents		Externes	Age entre 14 et 18 ans, temps nécessaire à l'éducation	4	7					Chambre pénale de l'enfance	Département de Justice et polices, Genève									interkonfessionell	3	Prot.: extérieur; kath.: extérieur	Prot.: extérieur, kath.: extérieur
GE15	Genf	La Clairière	Vernier	Détention préventive pour adolescents, détention, observation, attente de placement pour adolescents	3			Association des foyers Feux-Verts, sous contrôle du Département de Justice et Police, Genève	3	12	1	12		adolescents masculins	1	Ateliers de menuiserie et mécanique, divers travaux tels que fer forgé, poterie, classes scolaires	Age entre 14 et 18 ans	4	7	8				Chambre pénale de l'enfance	Département de Justice et polices, Genève	Police cantonale								interkonfessionell	3	Prot.: pasteur extérieur; kath.: curé extérieur	Prot.: 1 fois par semaine dans la maison, kath.: 1 fois par semaine dans la maison
GL01	Glarus	Untersuchungsgefängnis im Gerichtshaus	Glarus	Untersuchungshaft, Vollzug von Freiheitsstrafen bis zu 2 Monaten	5				1	16	1			Männer und Frauen	3	keine	Nach Haftbefehl, nach Vollzugsverfügung	7	8					Verhöramt Glarus	Polizeidirektion Glarus als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: kein Gottesdienst, kath.: kein Gottesdienst
GR01-a	Graubünden	Verwahrungsanstalt Realta	Cazis	Gerichtliche Verwahrung nach Art. 42 [und] 14/15 StGB, administrative Versorgung nach kantonalem Recht	1	2	3		1	120	4	120			1	Vorwiegend Landwirtschaft und dazugehörende Gewerbebetriebe	Nach Vollzugsverfügung, nach Verfügung	7	10					Strafvollzugsbehörden der Konkordatskantone	Vormundschaftsbehörden									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: jeden Sonntag, kath.: jeden Sonntag
GR01-b	Graubünden	Heilanstalt Beverin	Cazis	Hospitalisation psychisch Kranker, Verwahrung Unzurechnungsfähiger nach Art. 14/15 StGB, die einer intensiven ärztlichen Betreuung bedürfen (Verbandlich mit Verwahrungsanstalt Realta, Cazis)	6				1	350	6	200	150		3	Arbeitstherapie	Nach Vollzugsverfügung, nach ärztlicher Verfügung	7						Für den Vollzug nach Art. 14/15 StGB zuständige kantonale Behörde										interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot: jeden Sonntag, kath.: jeden Sonntag
GR03	Graubünden	Kantonale Strafanstalt Sennhof	Chur	Untersuchungshaft, Vollzug von Haft- und Gefängnisstrafen	5				1	41	2	36	5		3	Brennholzrüsterei, Papierholzbearbeitung, Aluminiumputzerei, Haus- und Küchendienst, Postsäckereinigung, Wolldecken- und Kabelreparaturen	Nach Haftbefehl, nach Vollzugsverfügung	1	2	3	7	8	11	Untersuchungsrichteramt	Staatsanwaltschaft	Kantonsgericht	Kreisämter	Bezirksgericht	Polizeigericht	Polizeibehörden anderer Kantone	Strafvollzugsbehörde			interkonfessionell	3	Prot.: Anstaltspfarrer; kath.: Ortspfarrer	Prot.: nach Belieben, kath.: jeden Sonntag
LU01	Luzern	Strafanstalt Sedelhof	Emmenbrücke	Gefängnis für Rückfällige, Zuchthaus für Rückfällige, Verwahrung von Unzurechnungsfähiger nach Art. 14 StGB	1	5			1	100	4	100			1	Hauptbetriebszweig: Landwirtschaft, Gärtnerei, Kieswerk, Schmiede, Schlosserei, Schreinerei, Schusterei, Schneiderei, Wäscherei	Gefängnis: ab 3 Wochen bis maximal 8 Monate; Zuchthaus: nach Vollzugsverfügung; Verwahrung: nach Verfügung	7						Strafvollzugsbehörden der Konkordatskantone										interkonfessionell, Leitung katholisch	3	Kapuzinerpater aus dem Kapuzinerkloster Luzern; reformierter Pfarrer aus Malters; beide im Nebenamt	Im Hause, Besuch obligatorisch für Reformierte und Katholiken; Katholiken: jeden Sonntag, Reformiterte: alle 14 Tage
LU02	Luzern	Straf- und Verwahrungsanstalt Wauwilermoss	Egolzwil	Gefängnis für Rückfällige, Zuchthaus für Rückfällige im Sinne der Konkordatsbestimmungen	5				1	80	3	80			1	Landwirtschaft, Ackerdienst, innere Dienste	Nach Vollzugsverfügung, minimum 6 Monate (ausgeschlossen Gemein- oder Fluchtgefährliche, solange die provisorischen Bauten bestehen. Änderungen vorgesehen nach Ausführung der geplanten Neubauten)	7						Justizdepartement Luzern	Strafvollzugsbehörden der Konkordatskantone									interkonfessionell	3	Prot.: Pfarrer von Hüswil; kath.: Kapuzinerkloster Wesemlin Luzern	Prot.: alle 2 Wochen, kath.: jeden Sonn- und Feiertag
LU03	Luzern	Kinderdörfli Rathausen	Emmen	Erziehung gefährdeter und milieugeschädigter Kinder katholischer Konfession	3			Inhaber: Stiftung Erziehungsheim Rathausen, Emmen	2	150	5			Knaben und Mädchen. Es werden nur Katholiken aufgenommen.	3	Schulbetrieb, sinnvolle Freizeitbeschäftigung	Nach behördlicher Verfügung, minimal 1 Jahr; Aufnahmealter minimal 4 Jahre, maximal 15 Jahre	4	9	10				Jugendanwaltschaften	Vormundschaftsbehörden	Fürsorgebehörden								katholisch	2	Kath.: durch Heimleiter	Kath.: täglich
LU04	Luzern	Erziehungsheim St. Georg	Büron	Erziehung und Nacherziehung schwererziehbarer Knaben und männlicher Jugendlicher	3			St. Georgsverein Sursee, Sitz Sursee	2	134	4	134		40 Knaben (Primar- und Sekundarschüler); 80 männliche Jugendliche; 14 schulentlassene Beobachtungszöglinge	1	Lehrwerkstätten: Schlosserei, Schreinerei, Schneiderei, Schuhmacherei, Gärtnerei, Landwirtschafts- und Hausdienste	Aufnahmealter: minimal 12 Jahre, maximal 18 Jahre; Aufenthaltsdauer: minimal 1 Jahr, maximal 3 Jahre	1	4	6	10			Jugendanwaltschaften	Jugendgerichte	Vormundschaftsbehörden	Administrativbehörden							katholisch	2	Kath.: Pfarrer im Heim	Kath.: im Heim
LU05	Luzern	Kantonale Heil- und Pflegeanstalt St. Urban	St. Urban	Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB, ärztlich geleitete Anstalt	6				1	700	6	300	400	für Hospitalisierung nach Art. 14/15 StGB einige Plätze zur Verfügung	3	Landwirtschaft, Hauswirtschaft, Holzbearbeitung, Papiersackfabrikation	Nach Verfügung, für Internierungen nach StGB in der Regel nur, wenn mit psychiatrischer Behandlung verbunden	6	7					Administrativbehörden	Strafvollzugsbehörden der Konkordatskantone									interkonfessionell	3	Prot.: Pfarrer von Strengelbach; kath.: Anstaltspfarrer	Prot.: an Feiertagen, kath.: täglich
LU08	Luzern	Pension Oberland Meggen	Meggen	Suchtentwöhnung (Alkohol, Medikamente). Von den Kantonen benütztes Heim im Sinne des Straf- und hauptsächlich Massnahmenvollzugs.	4			Schweizerischer katholischer Heilstätteverein für Suchtkranke, Meggen	2	15	1		15		2	Hausarbeiten, Sticken, Sticken, Häkeln, Waschen, Bügeln, Flicken	Nach Verfügung. Aufnahmealter: 20-60 Jahre, minimale Aufenthaltsdauer: 1 Jahr, maximale Aufenthaltsdauer: 18 Monate, durchschnittliche Aufenthaltsdauer: 1 jahr	6	7	9	12			Strafvollzugsbehörden	Amtsvormundschaften	Fürsorgeämter	Gemeindebehörden							interkonfessionell	3	Prot.: Ortspfarrer; kath.: Vikar aus Ebikon	Prot.: freiwilliger Besuch der Gemeindegottesdienste, kath.: freiwilliger Besuch der Gemeindegottesdienste
LU09	Luzern	Zentralgefängnis des Kantons Luzern	Luzern	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen, Zuchthaus (Ausnahmen)	5				1	55	3			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	1	3	7	11			Statthalterämter	Staatsanwaltschaft	Amtsgerichte	Kriminalgericht	Strafvollzugsbehörde	Justizdepartement Luzern als Strafvollzugsbehörde					interkonfessionell	3	Prot.: Ortspfarrer (von Malters); kath.: Kapuzinerkloster Wesemlin Luzern	Pro.: kein Gottesdienst, kath.: kein Gottesdienst
LU10	Luzern	Amtsgefängnis Hochdorf	Hochdorf	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen bis 1 Monat	5				1	12	1			Männer und Frauen	3	Gartenarbeit unter Aufsicht, Interne Reinigungsarbeiten	Nach Haftbefehl, nach Vollzugsverfügung, max. 1 Monat	2	7	11				Amtsstatthalter als Untersuchungsrichter	Amtsstatthalter als Strafvollzugsbehörde	Justizdepartement Luzern als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
LU11	Luzern	Amtsgefängnis Entlebuch	Schüpfheim	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen bis 1 Monat	5				1	9	1			Männer und Frauen	3	Gartenarbeit unter Aufsicht, Interne Reinigungsarbeiten	Nach Haftbefehl, nach Vollzugsverfügung, max. 1 Monat	2	7	11				Amtsstatthalter als Untersuchungsrichter	Amtsstatthalter als Strafvollzugsbehörde	Justizdepartement Luzern als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
LU12	Luzern	Amtsgefängnis Sursee	Sursee	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen bis 1 Monat	5				1	12	1			Männer und Frauen	3	Gartenarbeit unter Aufsicht, Interne Reinigungsarbeiten	Nach Haftbefehl, nach Vollzugsverfügung, max. 1 Monat	2	7	11				Amtsstatthalter als Untersuchungsrichter	Amtsstatthalter als Strafvollzugsbehörde	Justizdepartement Luzern als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
LU13	Luzern	Amtsgefängnis Willisau	Willisau	Untersuchungshaft, Vollzug von Polizeiarrest und Haftstrafen, Vollzug von Gefängnisstrafen bis 1 Monat	5				1	10	1			Männer und Frauen	3	Gartenarbeit unter Aufsicht, Interne Reinigungsarbeiten	Nach Haftbefehl, nach Vollzugsverfügung, max. 1 Monat	2	7	11				Amtsstatthalter als Untersuchungsrichter	Amtsstatthalter als Strafvollzugsbehörde	Justizdepartement Luzern als Strafvollzugsbehörde								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
NE01	Neuenburg	Colonie agricole et industrielle Le Devens	St. Aubin	Guérison des alcooliques. Etablissement utilisé pour l'internement du buveurs d'habitude selon art. 44 CPS.	2	4		Propriété de l'Etat de Neuchâtel, géré par l'Armée du Salut. Oeuvres sociales de l'Armée du Salut	3	35	2	35			1	Agriculture, forêt, bois, travaux occasionnels pour l'industrie	Minimum 1 an							autorités compétentes du canton de Neuchâtel	Autorités compétantes du canton de Vaud									interkonfessionell	3	Prot.: Pasteur de paroisse Armée du Salut, kath.: Curé de paroisse	Prot.: chaque dimanche, kath.: pas de culte
NE02	Neuenburg	Maison de Pontareuse	Boudry	Cure pour hommes victime de la boisson	4			Subventionné par l'Etat, sous contrôle du Département de l'Intérieur, Neuchâtel; Maison de Pontareuse, Boudry	3	28	2	28			1	Travaux de campagne, cartonnage	Indéterminée, au minimum 1 an							Autorités compétentes de tous les cantons romands										interkonfessionell	3	Prot.: Aumônier de paroisse; kath.: Curé de paroisse	Prot.: régulièrement organisés, kath.: régulièrement organisés
NE03	Neuenburg	Institut Bellevue-Marin	Marin	Nacherziehung weiblicher Jugendlicher	3			Inhaber: Association suisse pour la réforme pénitentiaire et la patronage des détenus libérés; Komitee-Präsident: Dir. H. Kellerhals, Witzwil	2	30	2		30	nur weibl. Jugendliche	2			4	7	10				Strafvollzugsbehörden	Vormundschaftsbehörden	Jugendanwaltschaften								interkonfessionell	3	Reformierter Pfarrer aus Gampelen (deusch), reformiterter Pfarrer aus St. Blaise (franz.), katholischer Pfarrer aus St. Blaise	Jeden Sonntag für beide Konfessionen freiwilliger Kirchgang nach Gampelen oder St. Blaise
NE04	Neuenburg	Prison Centrale de  La Chaux-de-Fonds	La Chaux-de-Fonds	Détention préventive, exécution d'arrêts, emprisonnement	5				1	45	2			Männer und Frauen	3	Triage de papier, façonnage du bois	Sans limite, maximum 3 mois	3	7					Juge d'instruction	Département de Justice Neuchâtel									interkonfessionell	3	Prot.: aumônier externe, kath.: curé externe	Prot.: 2 fois par mois; cath.: 2 fois par mois
NE05	Neuenburg	Prison Centrale de Neuchâtel	Neuenburg	Détention préventive, exécution d'arrêts, emprisonnement	5				1	40	2			Männer und Frauen	3	Façonnage de bois de feu	Sans limite, maximum 3 mois	3	7					Juge d'instruction	Département de Justice Neuchâtel									interkonfessionell	3	Reformierter Pfarrer der kantonalen Patronage und katholischer Pfarrer aus Colombier, beide im Nebenamt	Prot.: 2 fois par mois; cath.: 2 fois par mois
NE06	Neuenburg	Prison auxiliaire du district de Boudry	Boudry	Détention préventive, exécution d'arrêts, emprisonnement	5				1	10	1			Männer und Frauen	3	Aucune possibilité d'occupation	Selon ordre du juge d'instruction, selon ordre a exécuter, maximum 5 jours	3	7	11				Juge d'instruction	Préfecture de district	Département de Justice, Neuchâtel								interkonfessionell	3	Prot.: pasteur de paroisse sur demande, kath.: curé de paroisse sur demande	Prot.: pas de cultes, kath.: pas de cultes
NE07	Neuenburg	Prison auxiliaire du district du Val-de-Ruz	Cernier	Détention préventive, exécution d'arrêts, emprisonnement	5					4	1			Männer und Frauen	3	Aucune possibilité d'occupation	Selon ordre du juge d'instruction, selon ordre a exécuter, maximum 5 jours	3	7	11				Juge d'instruction	Préfecture de district	Département de Justice, Neuchâtel								interkonfessionell	3	Prot.: pasteur de paroisse sur demande, kath.: curé de paroisse sur demande	Prot.: pas de cultes, kath.: pas de cultes
NE08	Neuenburg	Prison auxiliaire du district du Locle	Le Locle	Détention préventive, exécution d'arrêts, emprisonnement	5				1	11	1			Männer und Frauen	3	Aucune possibilité d'occupation	Selon ordre du juge d'instruction, selon ordre a exécuter, maximum 5 jours	3	7	11				Juge d'instruction	Préfecture de district	Département de Justice, Neuchâtel								interkonfessionell	3	Prot.: pasteur de paroisse sur demande, kath.: curé de paroisse sur demande	Prot.: pas de cultes, kath.: pas de cultes
NE09	Neuenburg	Prison auxiliaire du district du Val-de-Travers	Môtiers	Détention préventive, exécution d'arrêts, emprisonnement	5				1	6	1			Männer und Frauen	3	Aucune possibilité d'occupation	Selon ordre du juge d'instruction, selon ordre a exécuter, maximum 5 jours	3	7	11				Juge d'instruction	Préfecture de district	Département de Justice, Neuchâtel								interkonfessionell	3	Prot.: pasteur de paroisse sur demande, kath.: curé de paroisse sur demande	Prot.: pas de cultes, kath.: pas de cultes
NW03	Nidwalden	Untersuchungsgefängnis Nidwalden im Rathaus	Stans	Untersuchungshaft	5				1	8	1			Männer und Frauen	3	keine	Nach Haftbefehl	1	7					Justizkommission Nidwalden	Strafgericht Nidwalden									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: kein Gottesdienst, kath.: kein Gottesdienst
OW02	Obwalden	Kantonales Untersuchungsgefängnis Obwalden	Sarnen	Untersuchungshaft, Vollzug kurzfristiger Polizei-, Haft- und Gefängnisstrafen	5				1	8	1			Männer und Frauen	3	Haus-, Küchen- und Gartenarbeit	Nach Haftbefehl, nach Vollzugsverfügung	2	7					Verhörrichter	Justizkommission	Justizdirektion Obwalden als Strafvollzugskommission								interkonfessionell	3	Kath.: Kapuzinerkloster Stans	Prot.: kein Gottesdienst, kath.: kein Gottesdienst
SG01	St. Gallen	Kantonale Arbeitserziehungsanstalt Bitzi	Mosnang	Arbeitserziehung, Administrative Versorgung, zum Teil Trinkerheilanstalt	1				1	60	3	60			1	Landwirtschaft mit Alpbetrieb, Waldwirtschaft, Holzverarbeitung, Schuhmacherei, Schneiderei, Schmiede	Nach Vollzugsverfügung	1	5	7	9	10		Gerichte	Strafvollzugsbehörden der Konkordatskantone	Vormundschaftsbehörde	Waisenamt	Regierungsrat des Kantons St. Gallen						interkonfessionell	3	Prot.: Pfarrer von Wil, kath.: Pfarrer von Mosnang	Prot.: Besuch der Gemeindegottesdienste in Bütschwil, kath.: Besuch der Gemeindegottesdienste im Ort
SG02	St. Gallen	Pension Mühlhof	Tübach	Heilstätte für alkoholkranke Männer. Vom Kanton mitbenützte Anstalt für die Internierung von Gewohnheitstrinkern.	4			Fürsorgeverein für Alkoholkranke, Tübach	2	50	3	50			1	Landwirtschaft, Gärtnerei, Mechanische Werkstätte, Schreinerei, Malerei	Minimal 1 Jahr. Es können nur arbeitsfähige Männer mit ärztlichem Zeugnis aufgenommen werden. Für administrative Einweisung: Justiz- und Sanitätsdepartement St. Gallen, für gerichtliche Einweisung: Polizeidepartement St. Gallen	6	7	8				Justiz- und Sanitätsdepartement St. Gallen	Polizeidepartement St. Gallen									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes in Horn, kath.: Besuch des Gemeindegottesdienstes im Ort
SG03	St. Gallen	Fürsorge- und Erziehungsheim Vom Guten Hirten	Altstätten	Nacherziehung von katholischen Töchtern. Vom Kanton mitbenütztes Heim für die Internierung im Sinne des Massnahmenvollzugs.	3			Verein Vom Guten Hirten, Altstätten SG	2	110	4		110	Töchter	2	Hauswirtschaftliche Fortbildungsschule (1 Jahr), Damenschneiderinnen-Lehre (3 Jahre), Glätterinnenlehre (2 Jahre), Anlehre im Konfektionsnähen und -glätten. Noch schulpflichtige Mädchen haben die Möglichkeit, ihre Schulpflicht in den Abschlussklassen nach dem kantonalen Werkplan zu erfüllen.	Aufnahmealter: minimal 13 Jahre, maximal 20 Jahre, körperliche und geistige Gesundheit	1	4	9	10			Jugendanwaltschaften	Vormundschaftsbehörden	Jugendgerichte	Fürsorgeämter							katholisch	2	Kath.: Heim-Seelsorger	Kath.: täglich im Haus, Besuch am Sonntag obligatorisch
SG04	St. Gallen	Schülerheim Thurhof	Oberbüren	Erziehung schulpflichtiger Knaben ab 4. Primarklasse bis Ende Schulpflicht, Heim für die Internierung zum Straf- und Massnahmenvollzug. Strafrechtlich Eingewiesene haben bei Aufnahme Vorrang.	3			Pallottinerverein Thurhof, Oberbüren	2	55	3	55		Knaben	1	Schulbetrieb, sinnvolle Freizeitbeschäftigung	Mindestens 2 Jahre, in der Regel bis Ende Schulpflicht, Internierte nach StGB von den anderen Insassen nicht getrennt gehalten	4	10	13	14			Jugendstrafbehörden	Jugendämter	Vormundschaftsbehörden	Schulbehörden							katholisch	2	Kath.: durch den geistlichen Lehrer und Leiter im Heim	Kath.: zweimal werktäglich und jeden Sonntag im Haus
SG05	St. Gallen	St. Gallisches Erziehungsheim Platanenhof	Oberuzwil	Erziehung und Nacherziehung männlicher Jugendlicher	3			Gemeinnützige Gesellschaft	2	55	3			männliche Jugendliche	1	Gärtnerei, Landwirtschaft, Schreinerei, Schneiderei	Minimal 1 Jahr, Aufnahmealter: minimal 15 Jahre, maximal 18 Jahre	1	9	10				Gerichtsbehörden	Vormundschaftsbehörden	Fürsorgebehörden								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Gottesdienstbesuch im Ort, wöchentliche Zusammenkünfte; kath.: Gottesdienstbesuch im Ort, wöchentliche Zusammenkünfte
SG06	St. Gallen	Kantonale Strafanstalt Saxerriet	Salez	Gefängnis und Zuchthaus für nicht flucht- oder gemeingefährliche erstmals Verurteilte (in vorangegangenen 10 Jahren keine Strafen von mehr als 3 Monaten verbüsst)	5				1	116	4	116			1	Gewerbliche und industrielle Arbeiten, Elektronik, Mechanische Werkstätten, Kieswerk, Holzbearbeitung, Landwirtschaft	Nach Vollzugsverfügung	7						Strafvollzugsbehörden der Kantone des Konkordats Ostschweiz										interkonfessionell	3	Prot.: Pfarrer von Bad Ragaz, kath.: Pfarrer von Schaan/FL	Prot.: Jeden Sonntag in der Anstalt, kath.: jeden Sonntag in der Anstalt
SG09	St. Gallen	Mädchenheim Wienerberg	St. Gallen	Nacherziehung evangelischer Töchter nach Art. 89-99 StGB	3			Verein Mädchenheim Wienerberg, St. Gallen	2	38	2		38	Mädchen und weibl. Jugendliche	2	Geschlossenes Heim für alle Neueintritte: Möglichkeit zur Absolvierung Haushalts- und Glätterinnenlehre (Wäscherei-/Glättereibetrieb). Halboffenes Heim je nach Verhalten: Möglichkeit zur Absolvierung einer Lehre oder zur Berufsausübung in der Stadt	Minimal 2 Jahre, maximal 4-5 Jahre, Aufnahmealter: minimal 14 Jahre, maximal 20 Jahre	4	9	12				Jugendanwaltschaften	Amtsvormundschaften	Fürsorgeämter								protestantisch	1	Prot.: Ortspfarrer deutscher und französischer Sprache	Prot.: Besuch der Gemeindegottesdienste in der Stadt, monatlich einmal im Haus
SG10	St. Gallen	Mädchenheim Waldburg	St. Gallen	Nacherziehung von katholischen schulentlassenen weiblichen Jugendlichen. Vom Kanton benütztes Heim für die Internierung im Sinne des Massnahmenvollzugs.	3			Verein Mädchenheim Waldburg, St. Gallen	2	30	2		30	weibliche Jugendliche	2	Haushaltlehre, Hauswirtschaftliches Obligatorium, Damenschneiderei, Wäscheglätterei	Minimal 2 Jahre	4	6	10	13			Jugendanwaltschaften	Jugendämter	Vormundschaftsbehörden	Administrativbehörden							katholisch	2	Kath.: Ortspfarrer	Kath.: einmal wöchentlich im Heim, jeden Sonntag Besuch der Gottesdienste in der Stadt
SG14	St. Gallen	Kantonale Heil- und Pflegeanstalt Wil	Wil	Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB und zur psychiatrischen Begutachtung und Behandlung von Straffälligen	6				1	1030	6	504	526	einige Plätze zur Hospitalisierung nach Art. 14/15 StGB zur Verfügung	3	Beschäftigungstherapie, Arbeitstherapie: Schreinerei, Papierarbeiten, Gärtnerei, Landwirtschaft	Nach Verfügung	1	3	6	9	10		Staatsanwaltschaft	Gerichte	Strafvollzugsbehörden	Administrativbehörden	Fürsorgestellen	Vormundschaftsbehörden	Waisenämter				interkonfessionell	3	Prot.: Anstaltspfarrer, kath.: Anstaltspfarrer	Prot.: jeden Sonntag im Haus, kath.: jeden Sonntag im Haus
SG15	St. Gallen	Heil- und Pflegeanstalt St. Pirminsberg	Pfäfers	Begutachtung für Untersuchungs- und Vormundschaftsbehörden, Internierung und Behandlung von Unzurechnungsfähigen nach Art. 14/15 StGB	6				1	356	6			Männer und Frauen; ca. 30 Plätze für Hospitalisierung nach Art. 14/15 StGB zur Verfügung	3	Beschäftigung im Sinne der Arbeitstherapie	Nach Verfügung	3	6	7	8	10		Staatsanwaltschaft	Strafvollzugsbehörde	Administrativbehörde	Vormundschaftsbehörde	Polizeidepartement des Kantons St. Gallen						interkonfessionell	3	Prot.: Pfarrer von Ragaz, kath.: Anstaltspfarrer	Prot.: jeden Sonntag, kath.: täglich
