ID	Quelle (source)	Erhebungsjahr (survey year)	Kanton (Canton)	Ort (city)	Anstalt (institution)	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 9"	Träger (agencies, funding bodies)	"Trägerschaft (agencies): Staatlich (governmental funded) = 1; Privat (privately funded)= 2; gemischt (public-private mix) = 3; unbestimmbar (not specified) = 4"	Konfession (denomination)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik = 3, unbestimmbar (not specified) = 4"	gegründet (founded in)	Zweck (purpose of the institution)	"Geschlecht Insassen (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3 "	Pl‰tze (capacities)	"Platzzahl (capacities): unter (below) 19 = 1; 20-49 = 2; 50-99 = 3; 100-149 = 4; 150-199 = 5; über (over) 200 = 6; unbestimmt (not specified) = 7"	Kategorie (categories as shown in the original sources)
NW07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Emmetten	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
NW08	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Hergiswil	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
NW09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Stans	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
NW10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	NW	Wolfenschiessen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
OW01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	OW	Sarnen	Pension Vonderflüh Sarnen	4			pr	2	rk	2	1896	Gegr. 1896 durch den schweizer. Piusverein, jetzt Eigentum des Vereins der Trinkerheilstätte Pension Vonderflüh, unter dem Patronat des Schweizer. Kath. Volksvereins. Heilstätte für alkoholkranke Männer, wo sie geistig und leiblich wieder genesen können.	1	40	2	Kranke, Heilstätten für Alkoholkranke
OW03	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	OW	Engelberg	Armenhaus Engelberg	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG01	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Mosnang	Kantonale Zwangsarbeitsanstalt Bitzi	1				1		3	1871	"Gegr. 1871 durch eine Anzahl toggenburgischer Gemeinden und die Städte St. Gallen und Wil; mit 1. Januar 1904 an den Staat übergegangen. Oberste Verwaltungsbehörde: Regierungsrat, speziell Polizeidepartement. (…) Über die Aufnahme in die Anstalt, Dauer der Detention, Erkenntnis derselben etc. Gelten die Bestimmungen des Gesetzes über die Versorgung arbeitsscheuer und liederlicher Personen in Zwangsarbeitsanstalten vom 4. Juni 1872 und die Vollziehungsverordnung vom 21. August gleichen Jahres."	3	70	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SG02	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Tübach	Pension Mühlhof Tübach	4			pr	2	rk	2	1930	"Gegr. 1930 durch den Fürsorgeverein für Alkoholkranke. Heilstätte für alkoholkranke Männer. Zur Aufnahme in die Heilstätte werden verlangt: ärztliches Zeugnis, Heimatausweis; behördlicher Einweisungsbeschluss oder schriftliche Verpflichtung des Aufzunehmenden für eine Kurzeit von mindestens 12 Monaten; Vorausbezahlung des Kostgeldes durch ausserkantonale Armenpflegen und Selbstzahler für wenigstens 6 Monate, durch st. gallische Armenpflegen für 3 Monate."	1	30	2	Kranke, Heilstätten für Alkoholkranke
SG03	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	Altstätten	Erziehungsheim vom Guten Hirten Altstätten	3				2	rk	2		Aufnahme gefährdeter und gefallener Mädchen	2	230	6	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG05	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	Oberuzwil	Erziehungsanstalt Oberuzwil	3				4	ik	3		Erziehung von schwererziehbaren Knaben und Zuführung zum Beruf	1	60	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Saxerriet	Kolonie der Strafanstalt St. Gallen im Saxerriet	5				1		3	1924	Gegr. 1924 durch den Kanton St. Gallen zur Verwahrung von durch den Richter eingewiesenen Gewohnheitsverbrechern und administrativ zwangsversorgten arbeitsscheuen und liederlichen Personen gemäss dem Gesetz vom 19. November 1924.	1	80	3	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SG08	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	Lütisburg	St. Iddaheim Lütisburg	3				2	rk	2		Erziehungsanstalt	3	175	4	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG08	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Buchs	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG10	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	St. Gallen	Fürsorgeheim Waldburg St. Gallen-Rotmonten	3				2	rk	2		Nacherziehung gefährdeter Mädchen	2	34	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG11	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	Bruggen	Erziehungsheim Sonnenbühl Bruggen-St. Gallen	3				2	prot	1		Nacherziehung gefährdeter Mädchen	2	30	2	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG12	Schweizerischer Verband für Schwererziehbare (Hg.): Heime für die schwererziehbare Jugend in der Schweiz, Zürich 1933	1933	SG	St. Gallen	Asyl für schutzbedürftige Mädchen St. Gallen	3				2	prot	1		Erziehung schutzbedürftiger Mädchen	2	58	3	Nachschulpflichtige (Eintrittsalter bis 20 Jahre)
SG13	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Altstätten	Rosenheim, Pension für alkoholkranke Frauenspersonen Altstätten	4			pr	2	rk	2	1913	Gegr. 1913 durch den Verein vom Guten Hirten, um alkoholkranken Frauenspersonen jeden Alters und Standes ein freundliches, sicheres Heim und die Wiedergenesung von ihrem schweren Leiden zu verschaffen.	2	80	3	Kranke, Heilstätten für Alkoholkranke
SG15	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Pfäfers	Heil- und Pflegeanstalt St. Pirminsberg Pfäfers	6			st	1	ik	3	1847	samt dazu gehörender Alpkolonie St. Margrethenberg. Gegr. 1847. 	3	320	6	Kranke, Fürsorge für Geisteskranke
SG16	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Gallen	Arbeits- und Armenanstalt für Männer im Kappelhof, Kronbühl, St. Gallen	1	7			4		4	1909	Anstalt zur Unterbringung von Bürgern, die nach den Bestimmungen des Gesetzes über das Armenwesen versorgt werden müssen. Beschäftigung in Haus und Landwirtschaft.	1	49	2	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SG33	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Gallen	Arbeits- und Armenanstalt für Frauen auf dem Areal des Bürgerspitals St. Gallen	1	7			4		4	?	Anstalt zur Unterbringung von Bürgern, die nach den Bestimmungen des Gesetzes über das Armenwesen versorgt werden müssen. Beschäftigung in Haus und Landwirtschaft.	2		7	Arbeitsfürsorge, Arbeitserziehungsanstalten (Korrektionsanstalten)
SG34	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Alt-St. Johann	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG35	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Altstätten	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG36	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Amden	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG37	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Andwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG38	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Benken	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG39	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Bergdietikon	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG40	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Berneck	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG41	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Bronschhofen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG42	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Buchs	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG43	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Bütschwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG44	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Degersheim	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG45	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Diepoldsau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG46	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Ebnat	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG47	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Eggersriet	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG48	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Eichberg	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG49	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Eschenbach	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG50	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Flums	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG51	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Gams	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG52	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Goldingen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG53	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Gommiswald	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG54	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Gossau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG55	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Grabs	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG56	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Hemberg	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG57	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Henau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG58	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Jona	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG59	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Kaltbrunn	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG60	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Kappel	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG61	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Kirchberg	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG62	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Krummenau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG63	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Marbach	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG64	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Mels	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG65	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Mogelsberg	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG66	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Mörschwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG67	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Mosnang	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG68	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Muolen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG69	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Nesslau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG70	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Oberbüren	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG71	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Oberhelfenschwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG72	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Oberriet	Gemeindearmenhaus und Bürgerasyl	7						4			3		7	Armenfürsorge, Armenanstalten
SG73	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Oberuzwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG74	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Ragaz	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG75	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Rapperswil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG76	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Rebstein	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG77	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Rheineck	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG78	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Rorschacherberg	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG79	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Rüthi	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG80	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Schänis	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG81	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Sennwald	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG82	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Sevelen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG83	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Gallen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG84	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Gallenkappel	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG85	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Margrethen	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG86	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	St. Peterzell	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG87	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Steinach	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG88	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Thalheim	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG89	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Uznach	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG90	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Vilters	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG91	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Waldkirch	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG92	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Wallenstadt	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG93	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Wartau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG94	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Wattwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG95	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Widnau	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG96	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Wil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG97	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Wittenbach	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG98	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Zuzwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SG99	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SG	Niederhelfenschwil	Gemeindearmenhaus und Bürgerasyl	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH04	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Altorf	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH05	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Beggingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH06	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Beringen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH07	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Buchberg	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH09	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Büttenhardt	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH10	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Dröflingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH11	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Gächlingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH12	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Guntmadingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH13	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Hemmenthal	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH14	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Herblingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH15	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Lohn	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH16	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Löhningen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH17	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Merishausen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH18	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Neuhausen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH19	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Neunkirch	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH20	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Oberhallau	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH21	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Schaffhausen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH22	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Schleitheim	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH23	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Stein am Rhein	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH24	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Thayngen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH25	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Unterhallau	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
SH26	Wild, Albert: Handbuch der sozialen Arbeit in der Schweiz, Band 2, Zürich 1933	1933	SH	Wilchingen	Gemeindearmenhaus	7				4		4			3		7	Armenfürsorge, Armenanstalten
